video_id,trajectory_version,source_csv,final_csv,fps,duration_sec,n_frames,n_fish,total_points,total_interpolated_points,interpolated_ratio,group_mean_speed,group_median_speed,group_p95_speed,group_max_speed,mean_inter_fish_distance,median_inter_fish_distance,min_inter_fish_distance_mean,min_inter_fish_distance_min,mean_nearest_neighbor_distance,median_nearest_neighbor_distance,mean_group_dispersion,median_group_dispersion,max_group_dispersion,centroid_mean_X,centroid_mean_Y,centroid_mean_Z,all_X_min,all_X_max,all_Y_min,all_Y_max,all_Z_min,all_Z_max,all_X_range,all_Y_range,all_Z_range,bbox_space_use_volume,qc_status,qc_note
mvp3d_best30_9_00_9_30,final_manual_v1,/mnt/e/pilot exp/dual_view_test_10min/mvp3d_9_10min/mvp3d_best30_9_00_9_30/manual_direct_edit/final_state_machine_corrected/trajectory_3d_state_machine_interpolated_smoothed.csv,/mnt/e/pilot exp/dual_view_test_10min/mvp3d_9_10min/mvp3d_best30_9_00_9_30/manual_direct_edit/final_state_machine_corrected/trajectory_3d_final_manual_v1.csv,30,30.0,900,3,2700,40,0.014814814814814815,0.23476411345401682,0.1999595941306125,0.5501107158301807,0.8699899756656957,0.42222741928939755,0.445592223191709,0.1917813273276294,0.06328831995848458,0.29061961779122913,0.310145302105985,0.250673408528179,0.2628979612321195,0.4879074977431978,0.5069246301281242,0.46430507927232695,0.48870051336015713,0.016595110717337734,0.9690568157768963,0.0053646085310281415,0.9883779042650226,0.04961970143021117,0.9302150064939376,0.9524617050595585,0.9830132957339944,0.8805953050637264,0.8244859911059808,pass,pilot final_manual_v1; relative tank coordinates; metrics for behavior-analysis feasibility and future GCN input preparation
